,ID,PAY_APRIL,PAY_FEBRUARY,PAY_JANUARY,PAY_JUNE,PAY_MARCH,PAY_MAY,BILL_AMT_APRIL,BILL_AMT_FEBRUARY,BILL_AMT_JANUARY,BILL_AMT_JUNE,BILL_AMT_MARCH,BILL_AMT_MAY,PAY_AMT_APRIL,PAY_AMT_FEBRUARY,PAY_AMT_JANUARY,PAY_AMT_JUNE,PAY_AMT_MARCH,PAY_AMT_MAY,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_JULY
12811,19147,0.0,0.0,0.0,0.0,0.0,0.0,19606.0,22923.0,24539.0,38221.0,21272.0,34975.0,2000.0,2000.0,0.0,3107.0,2000.0,3000.0,40000.0,2,2,2,24,1
12812,19148,0.0,-1.0,-1.0,0.0,0.0,0.0,15341.0,1147.0,5492.0,20614.0,15985.0,18050.0,8000.0,5492.0,3000.0,5001.0,1147.0,3007.0,500000.0,2,1,2,46,0
12813,19150,0.0,0.0,0.0,0.0,0.0,0.0,97322.0,101590.0,111679.0,93420.0,99419.0,96284.0,3716.0,12030.0,0.0,4371.0,3934.0,3533.0,170000.0,1,2,1,48,1
12814,19151,0.0,0.0,0.0,0.0,0.0,0.0,6879.0,5440.0,5440.0,13538.0,6753.0,9199.0,264.0,390.0,0.0,2000.0,109.0,1284.0,50000.0,1,2,1,33,0
12815,19153,2.0,2.0,2.0,2.0,2.0,2.0,58643.0,62586.0,64519.0,57214.0,58589.0,58666.0,1500.0,3100.0,2000.0,3000.0,5600.0,1500.0,100000.0,2,1,2,29,1
12816,19154,0.0,0.0,2.0,0.0,0.0,0.0,147624.0,146609.0,149438.0,136518.0,138636.0,146249.0,10600.0,5400.0,0.0,13571.0,11200.0,7500.0,150000.0,1,1,1,42,0
12817,19156,-2.0,-1.0,0.0,1.0,-2.0,-2.0,0.0,551.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,100000.0,1,2,1,43,0
12818,19157,0.0,0.0,0.0,0.0,0.0,0.0,64801.0,123234.0,60733.0,69099.0,64863.0,69684.0,2200.0,2500.0,2510.0,3018.0,2500.0,3400.0,70000.0,2,2,2,37,0
12819,19158,0.0,0.0,0.0,0.0,0.0,0.0,50544.0,9652.0,9464.0,48684.0,25381.0,49466.0,1669.0,1342.0,330.0,1974.0,330.0,2442.0,50000.0,1,3,1,53,0
12820,19159,2.0,2.0,0.0,2.0,2.0,2.0,24424.0,24093.0,24785.0,21107.0,24627.0,24117.0,900.0,1094.0,1000.0,3374.0,0.0,1000.0,30000.0,1,1,2,34,1
12821,19160,2.0,0.0,2.0,1.0,0.0,2.0,40416.0,44063.0,44587.0,40624.0,41395.0,41381.0,1650.0,1400.0,1700.0,1700.0,3505.0,0.0,50000.0,1,2,2,35,1
12822,19162,0.0,0.0,0.0,0.0,0.0,0.0,229566.0,53157.0,47998.0,274558.0,148812.0,256910.0,5800.0,2000.0,2000.0,10700.0,1820.0,11014.0,290000.0,2,2,1,40,1
12823,19163,2.0,0.0,0.0,0.0,0.0,0.0,49874.0,53590.0,54606.0,45134.0,52000.0,52180.0,5000.0,3000.0,3500.0,9000.0,4000.0,0.0,130000.0,2,2,2,25,0
12824,19164,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,1,2,1,51,1
12825,19165,0.0,0.0,0.0,0.0,0.0,0.0,30572.0,39441.0,42652.0,17426.0,38043.0,29047.0,8043.0,4000.0,12500.0,12000.0,2000.0,2000.0,180000.0,1,1,2,31,0
12826,19166,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,2,1,2,31,0
12827,19168,0.0,0.0,0.0,0.0,0.0,0.0,75928.0,61833.0,62375.0,87105.0,66245.0,82772.0,2300.0,2414.0,2500.0,3000.0,2199.0,3504.0,150000.0,2,2,1,40,0
12828,19169,2.0,-1.0,-1.0,-1.0,2.0,-1.0,200.0,28740.0,1295.0,21116.0,0.0,21470.0,0.0,1565.0,0.0,21654.0,28740.0,0.0,20000.0,1,2,1,58,0
12829,19170,-1.0,-1.0,-2.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-93.0,680.0,936.0,680.0,0.0,1381.0,1029.0,0.0,0.0,120000.0,2,1,2,26,0
12830,19171,0.0,0.0,0.0,2.0,0.0,0.0,19343.0,11731.0,0.0,17870.0,19402.0,18740.0,682.0,0.0,0.0,1462.0,627.0,1367.0,20000.0,1,2,1,62,1
12831,19172,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,326.0,326.0,2862.0,1000.0,0.0,1000.0,326.0,1178.0,0.0,326.0,0.0,90000.0,1,4,2,26,1
12832,19174,0.0,0.0,0.0,0.0,0.0,0.0,110700.0,50247.0,85500.0,87431.0,58674.0,114959.0,2481.0,55827.0,34675.0,50005.0,20000.0,20010.0,220000.0,1,2,1,36,0
12833,19175,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1261.0,2522.0,1261.0,9536.0,1261.0,0.0,1261.0,0.0,780.0,7014.0,2522.0,1261.0,50000.0,1,3,1,38,0
12834,19177,0.0,0.0,0.0,1.0,0.0,2.0,43095.0,44744.0,36243.0,44278.0,46292.0,41812.0,5000.0,1197.0,982.0,0.0,1514.0,2000.0,110000.0,1,1,2,28,0
12835,19178,0.0,0.0,0.0,0.0,0.0,0.0,53817.0,55985.0,57398.0,47585.0,54818.0,52084.0,2500.0,2500.0,3000.0,10000.0,2200.0,2600.0,90000.0,2,2,2,29,0
12836,19179,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,6102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,2,2,1,40,0
12837,19180,0.0,0.0,0.0,0.0,2.0,0.0,116043.0,89331.0,91477.0,66506.0,107533.0,67540.0,130.0,4000.0,5000.0,3000.0,5000.0,50030.0,190000.0,1,2,1,41,0
12838,19184,0.0,0.0,0.0,0.0,0.0,0.0,29417.0,30452.0,0.0,29327.0,30379.0,30487.0,1551.0,0.0,0.0,1659.0,1124.0,1589.0,30000.0,2,1,2,43,0
12839,19186,0.0,0.0,0.0,0.0,0.0,0.0,50630.0,30297.0,28541.0,49772.0,30192.0,50261.0,1013.0,1135.0,886.0,2082.0,1061.0,1726.0,50000.0,2,2,1,25,0
12840,19187,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,38929.0,33146.0,37337.0,63701.0,339176.0,-220.0,344261.0,37511.0,31383.0,0.0,33312.0,39149.0,480000.0,1,1,1,49,0
12841,19188,0.0,0.0,0.0,-1.0,0.0,0.0,64171.0,54224.0,51667.0,83514.0,58767.0,79730.0,2100.0,3000.0,1200.0,4013.0,2000.0,4000.0,390000.0,2,1,2,25,0
12842,19193,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,2174.0,1532.0,9327.0,5411.0,6522.0,5922.0,6568.0,9373.0,8090.0,5956.0,1532.0,2180.0,210000.0,1,1,1,40,0
12843,19195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3317.0,5552.0,2253.0,3196.0,10771.0,16447.0,10771.0,2253.0,96.0,16447.0,5552.0,3317.0,510000.0,1,1,1,41,0
12844,19197,0.0,0.0,0.0,0.0,0.0,0.0,45398.0,60540.0,65074.0,39943.0,50634.0,40859.0,5634.0,5096.0,2296.0,1859.0,10540.0,5398.0,350000.0,1,2,2,51,0
12845,19198,0.0,0.0,0.0,2.0,-1.0,0.0,44450.0,976.0,1976.0,47021.0,956.0,48423.0,956.0,1000.0,1000.0,2543.0,20.0,2150.0,50000.0,1,3,2,22,1
12846,19200,0.0,0.0,0.0,0.0,0.0,0.0,103265.0,113368.0,119194.0,82309.0,117188.0,92682.0,17188.0,15000.0,0.0,12682.0,10000.0,13265.0,140000.0,1,2,1,41,0
12847,19202,0.0,0.0,0.0,3.0,0.0,2.0,56912.0,42945.0,45648.0,61014.0,47513.0,59473.0,1500.0,3500.0,1341.0,0.0,1700.0,2100.0,60000.0,1,2,2,26,1
12848,19203,0.0,-2.0,-2.0,0.0,0.0,0.0,59839.0,0.0,0.0,126840.0,0.0,116746.0,0.0,0.0,0.0,5298.0,0.0,2606.0,130000.0,2,2,1,45,0
12849,19204,0.0,0.0,0.0,0.0,0.0,0.0,55357.0,56483.0,56685.0,54806.0,56281.0,54544.0,2200.0,2170.0,2000.0,2000.0,2149.0,2200.0,110000.0,1,2,1,39,0
12850,19206,0.0,2.0,0.0,0.0,0.0,0.0,7739.0,8061.0,8221.0,5861.0,8339.0,6728.0,730.0,294.0,305.0,1119.0,0.0,1130.0,20000.0,1,3,2,48,0
12851,19207,2.0,0.0,0.0,-2.0,0.0,2.0,48827.0,19541.0,19795.0,51741.0,38600.0,96172.0,2034.0,5200.0,790.0,300.0,744.0,5222.0,50000.0,2,3,1,36,1
12852,19208,0.0,0.0,0.0,0.0,0.0,0.0,214941.0,193177.0,161731.0,56380.0,196242.0,40882.0,6020.0,6032.0,5000.0,4121.0,6330.0,196000.0,260000.0,2,2,2,29,0
12853,19210,0.0,0.0,0.0,0.0,0.0,0.0,193335.0,197168.0,196918.0,236267.0,194976.0,239009.0,7000.0,17150.0,20000.0,9000.0,6622.0,7500.0,240000.0,2,3,2,36,1
12854,19211,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1700.0,0.0,5488.0,1700.0,2380.0,1700.0,0.0,1664.0,1000.0,1700.0,0.0,90000.0,2,2,1,35,0
12855,19212,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,390.0,780.0,390.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,780.0,390.0,50000.0,1,2,2,24,1
12856,19213,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,15218.0,24901.0,25000.0,6398.0,0.0,6398.0,10000.0,500.0,0.0,9000.0,0.0,180000.0,2,2,1,34,0
12857,19214,2.0,0.0,0.0,2.0,2.0,2.0,112279.0,88594.0,87630.0,110581.0,108089.0,104687.0,0.0,3400.0,3500.0,0.0,3500.0,10800.0,120000.0,2,1,2,35,1
12858,19215,-1.0,0.0,-1.0,0.0,0.0,0.0,983.0,7428.0,29039.0,47132.0,23594.0,22104.0,23001.0,30001.0,8599.0,1651.0,5001.0,984.0,50000.0,2,2,2,28,0
12859,19216,0.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,46927.0,0.0,40000.0,0.0,0.0,85000.0,4000.0,0.0,0.0,90000.0,1,2,2,30,0
12860,19218,2.0,2.0,2.0,2.0,2.0,2.0,43264.0,44731.0,45770.0,41126.0,43751.0,42244.0,1500.0,1900.0,1900.0,2100.0,2000.0,2000.0,50000.0,2,2,2,27,1
12861,19219,0.0,0.0,0.0,0.0,0.0,0.0,17042.0,5107.0,7789.0,98426.0,10075.0,91948.0,212.0,7786.0,4000.0,52306.0,102.0,1000.0,200000.0,2,3,1,53,0
12862,19220,0.0,0.0,0.0,0.0,0.0,0.0,35674.0,31734.0,32488.0,49296.0,31113.0,39427.0,1461.0,1210.0,1203.0,1614.0,1082.0,1546.0,50000.0,2,2,2,26,0
12863,19221,0.0,0.0,0.0,0.0,0.0,-1.0,25967.0,15714.0,15876.0,3781.0,17227.0,1710.0,754.0,800.0,1900.0,1710.0,600.0,25000.0,50000.0,2,3,1,36,0
12864,19222,-1.0,0.0,0.0,-2.0,0.0,-2.0,123988.0,273429.0,293157.0,5619.0,177054.0,7600.0,60000.0,24250.0,12735.0,7600.0,100000.0,123988.0,480000.0,2,2,2,38,0
12865,19223,0.0,0.0,0.0,0.0,0.0,0.0,26526.0,29322.0,30677.0,22821.0,27778.0,24949.0,2000.0,2000.0,2000.0,2500.0,2000.0,2000.0,270000.0,2,2,1,50,0
12866,19224,0.0,0.0,0.0,-1.0,0.0,-1.0,72938.0,18744.0,5148.0,1736.0,54105.0,67982.0,4106.0,1000.0,4080.0,68000.0,5075.0,7064.0,230000.0,2,2,1,28,0
12867,19225,0.0,0.0,0.0,-1.0,0.0,0.0,19887.0,11735.0,8541.0,5719.0,11659.0,15578.0,2000.0,2000.0,1000.0,10000.0,2000.0,5000.0,130000.0,2,3,2,23,0
12868,19226,2.0,0.0,0.0,0.0,2.0,0.0,143475.0,135778.0,135910.0,134783.0,136331.0,142708.0,0.0,5000.0,5000.0,12800.0,5100.0,5000.0,140000.0,2,2,2,36,0
12869,19227,0.0,0.0,0.0,0.0,0.0,0.0,130398.0,130448.0,134477.0,131472.0,134075.0,134283.0,5035.0,5097.0,5008.0,5036.0,5000.0,5000.0,260000.0,1,2,1,37,0
12870,19228,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1138.0,628.0,905.0,1779.0,643.0,644.0,643.0,905.0,3111.0,644.0,630.0,1138.0,500000.0,2,1,2,31,0
12871,19230,0.0,0.0,0.0,0.0,0.0,0.0,149944.0,105280.0,97622.0,180641.0,113135.0,181557.0,3727.0,4001.0,2701.0,8610.0,3800.0,6907.0,440000.0,2,2,1,46,0
12872,19233,2.0,2.0,2.0,1.0,2.0,2.0,8023.0,8269.0,7992.0,5931.0,7748.0,5690.0,0.0,0.0,800.0,0.0,800.0,2600.0,50000.0,1,1,2,29,0
12873,19236,0.0,0.0,0.0,0.0,0.0,0.0,137110.0,137215.0,133572.0,133641.0,139761.0,136663.0,6000.0,5000.0,5200.0,7000.0,5400.0,6010.0,140000.0,2,2,1,39,0
12874,19237,0.0,0.0,0.0,-1.0,0.0,0.0,84514.0,69656.0,61532.0,98048.0,85496.0,97585.0,5000.0,3000.0,2300.0,3903.0,4000.0,8000.0,100000.0,2,2,1,30,0
12875,19238,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,518.0,518.0,668.0,518.0,518.0,518.0,518.0,668.0,518.0,518.0,518.0,518.0,140000.0,2,2,2,31,0
12876,19239,0.0,0.0,0.0,1.0,0.0,2.0,464983.0,416545.0,420232.0,485861.0,416550.0,462675.0,14069.0,15003.0,15000.0,33.0,15013.0,15287.0,600000.0,2,2,1,38,0
12877,19240,0.0,0.0,0.0,0.0,0.0,0.0,100475.0,47693.0,49018.0,210804.0,48409.0,107572.0,1837.0,2100.0,2020.0,5426.0,1713.0,4244.0,110000.0,2,2,2,39,0
12878,19241,0.0,-1.0,0.0,0.0,-1.0,0.0,3565.0,1275.0,1275.0,11306.0,3820.0,6657.0,3840.0,0.0,0.0,1069.0,1275.0,1240.0,50000.0,1,1,2,23,1
12879,19243,2.0,0.0,0.0,2.0,0.0,2.0,9339.0,10615.0,11285.0,7919.0,10029.0,8637.0,1000.0,1000.0,500.0,1000.0,900.0,1000.0,20000.0,2,1,2,24,1
12880,19245,0.0,0.0,0.0,0.0,0.0,0.0,15065.0,16396.0,16739.0,13033.0,16077.0,14041.0,1268.0,607.0,611.0,1232.0,587.0,1256.0,40000.0,2,3,1,44,0
12881,19247,2.0,0.0,0.0,0.0,0.0,0.0,93000.0,66726.0,42668.0,85465.0,93526.0,95546.0,2340.0,4000.0,0.0,11508.0,1850.0,0.0,180000.0,2,2,2,29,0
12882,19248,0.0,0.0,0.0,0.0,0.0,0.0,30945.0,30969.0,30620.0,30497.0,31070.0,30665.0,1776.0,1100.0,2504.0,1800.0,1500.0,1900.0,30000.0,2,1,1,28,0
12883,19250,0.0,0.0,0.0,0.0,0.0,0.0,106450.0,104337.0,106886.0,132070.0,106422.0,134766.0,4000.0,4300.0,3600.0,6000.0,4000.0,4000.0,140000.0,2,2,1,28,0
12884,19251,0.0,0.0,-1.0,0.0,0.0,0.0,18400.0,1175.0,32857.0,49803.0,10978.0,25781.0,271.0,34255.0,1048.0,1390.0,497.0,4375.0,440000.0,2,2,2,31,0
12885,19253,0.0,0.0,0.0,0.0,0.0,0.0,423621.0,364175.0,376228.0,431557.0,385873.0,743970.0,13005.0,72000.0,14500.0,18174.0,15410.0,20341.0,440000.0,2,2,2,39,0
12886,19255,0.0,0.0,0.0,0.0,0.0,0.0,70004.0,51507.0,50338.0,244563.0,64953.0,248218.0,1886.0,1756.0,1182.0,10925.0,1616.0,2351.0,250000.0,1,3,2,46,0
12887,19256,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,416.0,416.0,412.0,3166.0,416.0,6896.0,416.0,412.0,1223.0,6896.0,416.0,416.0,100000.0,2,3,1,28,0
12888,19257,0.0,0.0,0.0,0.0,0.0,0.0,70375.0,54986.0,50848.0,73215.0,65085.0,70284.0,5069.0,5184.0,15011.0,7009.0,10037.0,5023.0,250000.0,1,3,2,31,0
12889,19259,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,395.0,744.0,4040.0,1289.0,12074.0,2408.0,12133.0,4060.0,3059.0,2432.0,747.0,397.0,370000.0,2,2,1,47,0
12890,19260,0.0,0.0,0.0,0.0,0.0,0.0,119008.0,47588.0,47698.0,124769.0,46659.0,127966.0,1742.0,1712.0,1730.0,5400.0,1671.0,3941.0,130000.0,2,3,2,27,0
12891,19261,-1.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,54475.0,6150.0,3075.0,6150.0,0.0,0.0,6150.0,0.0,0.0,80000.0,1,2,2,28,0
12892,19262,0.0,0.0,0.0,0.0,0.0,0.0,38458.0,40043.0,40854.0,38034.0,39222.0,39044.0,1403.0,1475.0,1117.0,1632.0,1452.0,1639.0,500000.0,2,2,1,44,0
12893,19263,2.0,2.0,2.0,1.0,2.0,2.0,137251.0,147604.0,145071.0,138103.0,144457.0,134976.0,11000.0,0.0,11077.0,500.0,5600.0,6000.0,240000.0,1,1,1,47,1
12894,19265,-1.0,0.0,-2.0,-1.0,0.0,-1.0,5797.0,4196.0,0.0,1593.0,7727.0,1928.0,4013.0,4.0,12700.0,2006.0,4217.0,5805.0,10000.0,2,3,2,43,0
12895,19266,0.0,0.0,0.0,0.0,0.0,0.0,46870.0,34760.0,35467.0,155379.0,43584.0,155990.0,2014.0,2000.0,2000.0,7000.0,2500.0,1900.0,170000.0,2,3,1,37,0
12896,19267,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,6666.0,11862.0,12501.0,6666.0,6666.0,6666.0,6666.0,7501.0,1000.0,6666.0,11862.0,6666.0,200000.0,2,1,1,26,0
12897,19268,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1345.0,-5.0,985.0,-6.0,-5.0,-6.0,0.0,990.0,3090.0,0.0,0.0,1351.0,280000.0,1,1,1,31,0
12898,19270,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,2,1,1,48,0
12899,19271,2.0,0.0,0.0,1.0,0.0,2.0,20018.0,19377.0,19386.0,19755.0,20427.0,19661.0,1000.0,900.0,1000.0,1000.0,1500.0,1000.0,20000.0,1,2,1,35,1
12900,19272,2.0,0.0,2.0,3.0,0.0,2.0,75888.0,77706.0,79274.0,76113.0,77017.0,77728.0,2960.0,3000.0,2711.0,3400.0,3100.0,0.0,150000.0,1,2,2,31,0
12901,19273,3.0,2.0,2.0,0.0,2.0,0.0,26784.0,27994.0,27029.0,21007.0,28123.0,27506.0,2100.0,0.0,3000.0,7200.0,1000.0,0.0,30000.0,2,3,2,44,0
12902,19276,0.0,-2.0,-1.0,2.0,0.0,0.0,4166.0,0.0,318.0,6379.0,0.0,3257.0,0.0,318.0,0.0,1091.0,0.0,1000.0,50000.0,2,1,2,52,0
12903,19277,0.0,2.0,2.0,0.0,2.0,0.0,50784.0,30248.0,27447.0,43648.0,43238.0,45919.0,0.0,0.0,1100.0,3000.0,3500.0,6000.0,50000.0,2,2,1,28,0
12904,19279,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,16869.0,10420.0,12532.0,29484.0,12713.0,28592.0,12713.0,12532.0,12151.0,10000.0,10420.0,3000.0,260000.0,2,2,1,46,0
12905,19283,0.0,0.0,0.0,-1.0,0.0,0.0,69903.0,79589.0,81354.0,66551.0,71446.0,67876.0,3300.0,3200.0,3200.0,2429.0,10000.0,3120.0,120000.0,2,3,2,32,0
12906,19284,0.0,0.0,0.0,0.0,0.0,0.0,9369.0,23421.0,21240.0,12118.0,7061.0,11176.0,1493.0,1000.0,700.0,2000.0,20000.0,1114.0,330000.0,2,1,2,32,0
12907,19285,0.0,0.0,0.0,0.0,0.0,0.0,42601.0,29827.0,19056.0,45835.0,33581.0,45474.0,1400.0,0.0,0.0,2000.0,600.0,2000.0,160000.0,2,2,2,25,0
12908,19286,0.0,2.0,2.0,0.0,2.0,0.0,59529.0,55904.0,52160.0,60762.0,55405.0,58791.0,0.0,0.0,4000.0,2300.0,4000.0,4400.0,50000.0,1,1,2,30,1
12909,19289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,316.0,316.0,466.0,316.0,316.0,316.0,316.0,466.0,316.0,316.0,316.0,316.0,260000.0,1,1,2,44,0
12910,19291,2.0,2.0,2.0,1.0,2.0,2.0,19057.0,19755.0,19288.0,17971.0,18453.0,17399.0,0.0,0.0,644.0,0.0,1600.0,2260.0,20000.0,1,1,2,33,0
12911,19292,7.0,7.0,7.0,2.0,7.0,2.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,2,2,2,24,1
12912,19293,0.0,-2.0,-2.0,0.0,0.0,0.0,49000.0,0.0,0.0,76222.0,-1000.0,79564.0,0.0,0.0,0.0,4700.0,31000.0,1500.0,100000.0,1,2,2,25,0
12913,19294,0.0,0.0,0.0,0.0,0.0,0.0,149325.0,138627.0,139977.0,166917.0,143242.0,159118.0,4800.0,5400.0,5100.0,7400.0,5000.0,6600.0,330000.0,2,2,2,33,0
12914,19295,0.0,0.0,0.0,2.0,0.0,0.0,119043.0,113932.0,105706.0,151060.0,112072.0,139648.0,2808.0,2583.0,1079.0,3864.0,3037.0,3868.0,150000.0,2,1,1,30,1
12915,19296,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,766.0,4356.0,316.0,3060.0,316.0,2337.0,316.0,316.0,716.0,2337.0,4356.0,766.0,180000.0,2,1,1,33,0
12916,19297,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,2,2,1,29,0
12917,19298,-1.0,0.0,0.0,-1.0,0.0,-1.0,48257.0,48195.0,48828.0,238.0,48455.0,-152.0,1773.0,1785.0,1745.0,0.0,1711.0,48799.0,50000.0,1,3,2,39,1
12918,19299,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2774.0,11308.0,3540.0,3474.0,43824.0,1974.0,43831.0,0.0,824.0,1974.0,11308.0,2774.0,340000.0,2,1,2,36,0
12919,19300,0.0,0.0,0.0,0.0,0.0,0.0,12207.0,16399.0,20929.0,10478.0,14402.0,11193.0,2402.0,5000.0,0.0,1193.0,2399.0,1207.0,20000.0,1,2,2,23,0
12920,19301,0.0,0.0,-1.0,0.0,0.0,0.0,17243.0,3541.0,6459.0,38254.0,18478.0,38919.0,2000.0,6459.0,3000.0,1907.0,300.0,2000.0,160000.0,1,2,2,32,0
12921,19302,0.0,0.0,0.0,0.0,0.0,0.0,58536.0,18352.0,18195.0,67719.0,56705.0,69501.0,2000.0,1000.0,1000.0,3000.0,2000.0,12423.0,60000.0,1,2,1,45,0
12922,19304,0.0,0.0,0.0,0.0,0.0,0.0,8365.0,9711.0,9764.0,9893.0,9526.0,8694.0,1307.0,357.0,901.0,1125.0,492.0,1146.0,10000.0,1,2,2,29,0
12923,19305,0.0,0.0,0.0,2.0,0.0,2.0,80890.0,33049.0,22694.0,81998.0,31565.0,83674.0,3000.0,2000.0,2000.0,4003.0,3000.0,3000.0,90000.0,2,2,1,55,1
12924,19307,-2.0,-2.0,-1.0,2.0,-2.0,2.0,0.0,0.0,1350.0,1310.0,0.0,0.0,0.0,1350.0,1210.0,0.0,0.0,0.0,180000.0,2,1,1,37,1
12925,19308,0.0,0.0,0.0,-1.0,0.0,-1.0,77974.0,81747.0,86611.0,-1750.0,80064.0,76674.0,3657.0,6228.0,0.0,79786.0,2972.0,2836.0,90000.0,1,2,1,41,0
12926,19309,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,436.0,932.0,317.0,160.0,12488.0,237.0,12511.0,0.0,0.0,237.0,1249.0,586.0,230000.0,2,2,2,24,1
12927,19310,0.0,0.0,-1.0,-1.0,0.0,-1.0,6390.0,1060.0,23726.0,485.0,5477.0,6342.0,1000.0,23726.0,1084.0,6342.0,1060.0,1228.0,500000.0,2,3,1,48,0
12928,19312,-1.0,0.0,0.0,-1.0,0.0,-1.0,4159.0,1980.0,3980.0,1370.0,3542.0,4192.0,1000.0,2000.0,1525.0,4210.0,1080.0,4159.0,100000.0,2,2,2,26,0
12929,19314,0.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,8339.0,0.0,8333.0,0.0,0.0,0.0,5000.0,0.0,0.0,260000.0,2,1,1,48,0
12930,19316,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,1238.0,0.0,16100.0,-331.0,5300.0,19398.0,5300.0,16100.0,0.0,19729.0,0.0,1000.0,20000.0,1,2,2,24,0
12931,19318,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,2682.0,0.0,1730.0,3180.0,6792.0,3180.0,0.0,5593.0,6792.0,2682.0,0.0,180000.0,2,3,2,30,0
12932,19319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,223.0,223.0,675.0,223.0,223.0,223.0,223.0,675.0,10473.0,223.0,223.0,223.0,30000.0,2,2,1,39,1
12933,19320,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,561.0,528.0,12319.0,61.0,0.0,61.0,528.0,498.0,0.0,500.0,0.0,140000.0,1,1,2,32,0
12934,19321,0.0,0.0,0.0,0.0,0.0,0.0,186002.0,98013.0,94600.0,187295.0,170873.0,186189.0,7000.0,3463.0,3357.0,7000.0,3417.0,7962.0,190000.0,1,1,1,54,0
12935,19322,0.0,0.0,-1.0,-1.0,0.0,0.0,5560.0,3488.0,1116.0,2115.0,4535.0,2116.0,91.0,1116.0,2115.0,1117.0,69.0,4560.0,510000.0,2,1,2,35,0
12936,19323,2.0,0.0,0.0,0.0,0.0,0.0,9264.0,11826.0,13242.0,16401.0,11693.0,9620.0,3000.0,2000.0,1000.0,3000.0,1000.0,1000.0,20000.0,1,2,1,44,0
12937,19324,0.0,0.0,0.0,0.0,0.0,0.0,40934.0,30166.0,29299.0,66748.0,34685.0,52642.0,1446.0,1044.0,1176.0,2049.0,1000.0,1700.0,70000.0,2,2,2,22,0
12938,19325,2.0,2.0,2.0,2.0,3.0,2.0,39148.0,37318.0,39757.0,35068.0,38233.0,34205.0,0.0,3036.0,2000.0,0.0,0.0,5500.0,50000.0,1,2,1,54,1
12939,19327,0.0,-1.0,2.0,0.0,-1.0,0.0,8832.0,11578.0,10547.0,7343.0,10931.0,7969.0,13359.0,0.0,426.0,1139.0,800.0,1002.0,50000.0,2,2,2,53,0
12940,19328,0.0,0.0,0.0,0.0,0.0,0.0,69217.0,68582.0,68677.0,69039.0,69327.0,68609.0,3200.0,3000.0,3000.0,3000.0,3000.0,4000.0,70000.0,2,3,2,24,0
12941,19329,0.0,0.0,0.0,0.0,0.0,0.0,102350.0,162715.0,203451.0,89747.0,134878.0,89175.0,35000.0,43451.0,20000.0,5000.0,30000.0,15000.0,460000.0,2,3,2,32,0
12942,19331,2.0,2.0,2.0,2.0,2.0,2.0,50104.0,43401.0,37371.0,58908.0,43957.0,53306.0,0.0,0.0,31000.0,1000.0,5000.0,3000.0,120000.0,1,2,2,40,1
